date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:31:17	58065/58065	---MCZ	200	added ('OK')	text/html	etag:%226e6309baca6d67025407f3b52438774a%22	https://demo.hasthemes.com/mitech-preview/element-gradation.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-gradation.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:17	51379/51379	---MCZ	200	added ('OK')	text/html	etag:%2264c954d5aee91f6029b05ce2caf6c5b6%22	https://demo.hasthemes.com/mitech-preview/element-instagram.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-instagram.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:17	58038/58038	---MCZ	200	added ('OK')	text/html	etag:%222c89c4cb739afcfe38564d6dbdbcb431%22	https://demo.hasthemes.com/mitech-preview/element-lists.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-lists.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:18	51317/51317	---M-Z	200	added ('OK')	text/html	etag:%220845d7a53f86140f8fe4f9fae838d8e4%22	https://demo.hasthemes.com/mitech-preview/element-message-box.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-message-box.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:18	64618/64618	---MCZ	200	added ('OK')	text/html	etag:%227c0eb5624eca54a17d4ca1de05c3bb92%22	https://demo.hasthemes.com/mitech-preview/element-pricing-box.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-pricing-box.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:18	52624/52624	---MCZ	200	added ('OK')	text/html	etag:%22d564a1ac93b563ef2326cdc248b0aaa0%22	https://demo.hasthemes.com/mitech-preview/element-popup-video.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-popup-video.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:19	63256/63256	---MCZ	200	added ('OK')	text/html	etag:%22e6b6a24e48d0aeec216a7aad86a7ad0b%22	https://demo.hasthemes.com/mitech-preview/element-progress-bar.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-progress-bar.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:19	70367/70367	---M-Z	200	added ('OK')	text/html	etag:%2284fa3c21cde442ed2a457a80532bf930%22	https://demo.hasthemes.com/mitech-preview/element-progress-circle.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-progress-circle.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:19	64919/64919	---MCZ	200	added ('OK')	text/html	etag:%2241a7ed972d32bc62fcf59892d47e169f%22	https://demo.hasthemes.com/mitech-preview/element-rows-columns.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-rows-columns.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:20	67438/67438	---MCZ	200	added ('OK')	text/html	etag:%22a7acd7424ee03fd8c86d8ccac501538e%22	https://demo.hasthemes.com/mitech-preview/element-social-networks.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-social-networks.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:20	93413/93413	---MCZ	200	added ('OK')	text/html	etag:%22f80f8f5ade299619017644c94b977eeb%22	https://demo.hasthemes.com/mitech-preview/element-tabs.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-tabs.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:20	72251/72251	---MCZ	200	added ('OK')	text/html	etag:%2236a37124450c486598e0b43786be1040%22	https://demo.hasthemes.com/mitech-preview/element-team-member.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-team-member.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:21	66802/66802	---MCZ	200	added ('OK')	text/html	etag:%22818e58e476e66747d9f2e24679562fec%22	https://demo.hasthemes.com/mitech-preview/element-testimonials.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-testimonials.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:21	57703/57703	---M-Z	200	added ('OK')	text/html	etag:%220c3c612867815be15f255928ec85ba58%22	https://demo.hasthemes.com/mitech-preview/element-timeline.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-timeline.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:21	60879/60879	---MCZ	200	added ('OK')	text/html	etag:%22ee16ee0932e39600b1a5030935804d3d%22	https://demo.hasthemes.com/mitech-preview/element-carousel-sliders.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-carousel-sliders.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:51	50885/50885	---MCZ	200	added ('OK')	text/html	etag:%2286635ebd49ba2a4cdee122f95437c209%22	https://demo.hasthemes.com/mitech-preview/element-typed-text.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/element-typed-text.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:52	68044/68044	---M--	200	added ('OK')	image/png	etag:%22dc4e10c40e8254dc0316e54eebdd399f%22	https://demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-04.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-04.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:52	27144/27144	---M--	200	added ('OK')	image/png	etag:%22b534e15280c893af0d4c75ebf7cb0152%22	https://demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-01.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-01.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:52	6837/6837	---M--	200	added ('OK')	image/png	etag:%226edd5d995c66e7ba422d4c86ba89942d%22	https://demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-02.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-02.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:52	46601/46601	---M--	200	added ('OK')	image/png	etag:%221dd96240f74ddf225ebae2ff2a3ab763%22	https://demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-03.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-03.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:52	9475/9475	---M--	200	added ('OK')	image/png	etag:%22578ac6740d2bf6d1f7d515e13276e026%22	https://demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-05.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/hero/mitech-landing-main-slider-slide-01-image-05.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:53	1118/1118	---M--	200	added ('OK')	image/png	etag:%2276ae5ae6d893aa1f64e658faf767f51e%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-01-80x83.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-01-80x83.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:53	1755/1755	---M--	200	added ('OK')	image/png	etag:%22f46362b55febf464f461039a68be5c47%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-02-80x83.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-02-80x83.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:53	1511/1511	---M--	200	added ('OK')	image/png	etag:%22884ad8782fc550b062246f748e0f79ee%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-03-80x83.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-03-80x83.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:53	2409/2409	---M--	200	added ('OK')	image/png	etag:%22ad0abf29ebfee9a82d23981be3dd1d55%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-04-80x83.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-04-80x83.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:53	1591/1591	---M--	200	added ('OK')	image/png	etag:%223e5e1b760a10712f1eec2d3f843d9f42%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-05-80x83.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-processing-service-image-05-80x83.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:54	127368/127368	---M-Z	200	added ('OK')	text/html	etag:%2269796e32aeffe62518d750c81dc4702b%22	https://demo.hasthemes.com/mitech-preview/index-appointment.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/index-appointment.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:54	21158/21158	---M--	200	added ('OK')	image/jpeg	etag:%223dd4ff5e480225f90e2cd95acb5cae3e%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-appointment-preview-480x338.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-appointment-preview-480x338.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:54	104614/104614	---M-Z	200	added ('OK')	text/html	etag:%227e8257769867a40da10fa48527903343%22	https://demo.hasthemes.com/mitech-preview/index-infotechno.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/index-infotechno.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:54	13158/13158	---M--	200	added ('OK')	image/jpeg	etag:%22303ecf2a98e52c9828160c6335c81b02%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-infotechno-preview-480x338.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-infotechno-preview-480x338.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:54	96855/96855	---M-Z	200	added ('OK')	text/html	etag:%225687e678f8591e2aa8067c9fbcac15cd%22	https://demo.hasthemes.com/mitech-preview/index-processing.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/index-processing.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:55	18383/18383	---M--	200	added ('OK')	image/jpeg	etag:%2239d32f3ff442863d8686d1a3177a274a%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-processing-preview-480x338.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-processing-preview-480x338.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:55	113262/113262	---MCZ	200	added ('OK')	text/html	etag:%227ec693f32fceac8c7045bc5153029bb9%22	https://demo.hasthemes.com/mitech-preview/index-services.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/index-services.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:55	17445/17445	---M--	200	added ('OK')	image/jpeg	etag:%22c76f130eca8e6ae51b91ea54c31a9833%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-services-preview-480x338.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-services-preview-480x338.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:56	100931/100931	---M-Z	200	added ('OK')	text/html	etag:%22f0e8681197ed4902f787979f305085be%22	https://demo.hasthemes.com/mitech-preview/index-resolutions.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/index-resolutions.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:56	21367/21367	---M--	200	added ('OK')	image/jpeg	etag:%229ec803e2c3df485809b5f8438d49fc3b%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-resolutions-preview-480x338.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-resolutions-preview-480x338.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:56	102872/102872	---MCZ	200	added ('OK')	text/html	etag:%227c56afe5a755e0a4b92b4c8d91bac235%22	https://demo.hasthemes.com/mitech-preview/index-cybersecurity.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/index-cybersecurity.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:56	12496/12496	---M--	200	added ('OK')	image/jpeg	etag:%227d12c87166c1f0bcf785533f7b483046%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-cybersecurity-preview-480x338.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-home-cybersecurity-preview-480x338.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:56	31433/31433	---M--	200	added ('OK')	image/jpeg	etag:%22aed9cc7734c7ed90ed9e564e751091e3%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-case-study-preview.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-case-study-preview.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:57	61268/61268	---MCZ	200	added ('OK')	text/html	etag:%2204e82aa87686d245b19b9b6a06cf863d%22	https://demo.hasthemes.com/mitech-preview/case-studies.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/case-studies.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:57	89445/89445	---MCZ	200	added ('OK')	text/html	etag:%226901f6d05bf6dc959872e82841b77f6b%22	https://demo.hasthemes.com/mitech-preview/blog-list-large-image.html	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/blog-list-large-image.html	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:57	31847/31847	---M--	200	added ('OK')	image/png	etag:%22dd7c8f25e32b9176df13f2bebdbf4646%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-header-preview-image.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-header-preview-image.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:57	39258/39258	---M--	200	added ('OK')	image/jpeg	etag:%223f2fee4a33d323563748ec580379a056%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-blog-preview.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-blog-preview.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:57	1924/1924	---M--	200	added ('OK')	image/png	etag:%2265e3ac5a19929ee328c6e462eeb1f72c%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-plugin-slider-86x86.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-plugin-slider-86x86.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:58	1103/1103	---M--	200	added ('OK')	image/png	etag:%225150cb3d56e63bc1bd559682b7a7cc57%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-plugin-font-awesome-86x86.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-plugin-font-awesome-86x86.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:58	99423/99423	---M--	200	added ('OK')	image/png	etag:%2223a87c473bdaa2e74308bce21eb8016e%22	https://demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-extended-plugins-preview.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/preview/mitech-landing-extended-plugins-preview.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:58	1233/1233	---M--	200	added ('OK')	image/jpeg	etag:%228b07d616d14ee81a00da0435ec2597da%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-01-68x68.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-01-68x68.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:58	2082/2082	---M--	200	added ('OK')	image/png	etag:%22e709c89473b9e777adf8f3d07faed386%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-02-68x68.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-02-68x68.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:58	2310/2310	---M--	200	added ('OK')	image/png	etag:%22f2a9ead3a4bcac4368ef8979f442d422%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-03-68x68.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-03-68x68.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:59	811/811	---M--	200	added ('OK')	image/png	etag:%22732dd2806a5bb947453f88d31492d2c5%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-04-68x68.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-04-68x68.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:59	1225/1225	---M--	200	added ('OK')	image/png	etag:%227b72d2c800d9b70c5e3b380fda7024d1%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-05-68x68.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-05-68x68.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:59	880/880	---M--	200	added ('OK')	image/png	etag:%2230a49dab04187d71b87763470ea40996%22	https://demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-06-68x68.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/icons/mitech-landing-theme-feature-06-68x68.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:31:59	2946/2946	---M--	200	added ('OK')	image/jpeg	etag:%2271273758b32a9a5ac791fb356fe7b74b%22	https://demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-01.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-01.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:32:00	3634/3634	---M--	200	added ('OK')	image/jpeg	etag:%22fb724f456f93da16fde2143240146860%22	https://demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-02.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-02.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:32:00	3619/3619	---M--	200	added ('OK')	image/jpeg	etag:%228867ceafa9311a04c233a9fd4d5f4520%22	https://demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-03.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-03.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:32:00	3793/3793	---M--	200	added ('OK')	image/jpeg	etag:%22d0faf487f47b59fe7c7c641a9c67189f%22	https://demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-04.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-04.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:32:00	3819/3819	---M--	200	added ('OK')	image/jpeg	etag:%22934e34f47ec4eb420c5e496e16b13cfe%22	https://demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-05.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-05.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:32:00	2973/2973	---M--	200	added ('OK')	image/jpeg	etag:%22a4424fdea431ed5e89cd1cf00acf1cb9%22	https://demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-06.jpg	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/demo-images/home-06.jpg	(from https://demo.hasthemes.com/mitech-preview/index.html)
16:32:01	3550/3550	---M--	200	added ('OK')	image/png	etag:%220cd7eab2e01c8e26de11b519c899cc7b%22	https://demo.hasthemes.com/mitech-preview/assets/images/logo/logo-dark.png	d:/My%20Web%20Sites/chc2/demo.hasthemes.com/mitech-preview/assets/images/logo/logo-dark.png	(from https://demo.hasthemes.com/mitech-preview/index.html)
